Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z
CARGO_0720,ORDER_436,34.8,31.9,6.0,14.91,Electronics,False,Zone_B,1,True,14,22.7,13.0,5.2
CARGO_0721,ORDER_268,12.8,6.4,6.8,1.16,Toys,False,Zone_B,4,True,54,23.1,2.7,5.1
CARGO_0722,ORDER_645,13.5,17.3,8.8,3.83,Clothing,False,Zone_C,4,True,19,17.5,14.9,6.0
CARGO_0723,ORDER_340,7.2,27.0,5.0,1.93,Clothing,False,Zone_A,1,True,44,5.9,37.2,1.0
CARGO_0724,ORDER_589,27.4,11.8,2.4,1.25,Books,False,Zone_A,2,True,28,22.8,20.5,3.6
CARGO_0725,ORDER_547,13.0,16.9,1.9,0.68,Books,False,Zone_D,3,True,68,30.2,45.6,9.3
CARGO_0726,ORDER_563,16.9,15.1,3.1,1.73,Clothing,False,Zone_B,1,True,44,42.5,40.0,6.6
CARGO_0727,ORDER_878,19.2,8.2,4.2,1.58,Beauty,True,Zone_B,5,False,82,21.7,41.4,1.9
CARGO_0728,ORDER_1149,37.2,53.8,38.2,154.89,Home_Appliances,False,Zone_D,3,False,45,30.6,5.3,9.0
CARGO_0729,ORDER_25,9.9,27.0,8.1,3.5,Clothing,False,Zone_C,5,True,89,42.7,9.5,3.3
CARGO_0730,ORDER_234,39.5,29.7,15.6,42.16,Home_Appliances,False,Zone_B,3,True,45,13.5,27.8,8.1
CARGO_0731,ORDER_798,20.4,20.4,13.0,12.97,Toys,False,Zone_C,4,True,21,3.6,23.3,3.9
CARGO_0732,ORDER_375,7.0,10.8,3.0,0.37,Toys,False,Zone_D,4,True,18,14.3,31.7,2.4
CARGO_0733,ORDER_528,42.3,37.4,4.7,15.62,Electronics,True,Zone_C,2,False,85,47.5,30.6,0.2
CARGO_0734,ORDER_1146,16.3,14.1,13.8,6.22,Electronics,True,Zone_A,1,False,48,32.0,8.4,4.0
CARGO_0735,ORDER_79,17.6,9.5,1.6,0.62,Beauty,False,Zone_D,3,True,95,29.1,37.3,6.2
CARGO_0736,ORDER_342,17.3,16.8,9.0,4.39,Clothing,False,Zone_C,4,True,94,33.1,27.5,4.5
CARGO_0737,ORDER_1086,35.4,23.3,5.0,8.34,Clothing,False,Zone_A,5,True,8,8.2,5.8,9.5
CARGO_0738,ORDER_1155,41.6,8.7,29.7,23.15,Sports,False,Zone_C,3,True,41,37.1,19.8,5.3
CARGO_0739,ORDER_1019,32.1,34.9,16.1,36.94,Home_Appliances,False,Zone_D,1,True,32,15.2,21.8,5.7
CARGO_0740,ORDER_1139,10.6,7.9,8.6,1.26,Beauty,True,Zone_B,3,False,47,1.5,3.9,6.0
CARGO_0741,ORDER_242,59.4,51.9,36.4,244.24,Home_Appliances,False,Zone_A,5,False,60,34.8,34.6,5.7
CARGO_0742,ORDER_591,6.8,16.7,12.8,2.7,Toys,False,Zone_D,3,True,19,11.6,27.5,4.7
CARGO_0743,ORDER_127,30.4,47.8,14.3,38.19,Home_Appliances,False,Zone_C,2,False,40,8.3,34.5,3.6
CARGO_0744,ORDER_526,57.9,43.6,49.5,261.53,Home_Appliances,False,Zone_D,5,False,44,35.2,2.7,0.6
CARGO_0745,ORDER_919,7.2,11.9,5.7,0.87,Beauty,False,Zone_C,4,True,4,20.4,38.8,6.7
CARGO_0746,ORDER_1190,28.2,10.4,18.6,8.79,Toys,False,Zone_B,4,True,96,36.8,20.3,7.3
CARGO_0747,ORDER_859,48.0,20.2,2.5,3.92,Electronics,True,Zone_A,3,False,17,9.5,22.8,7.1
CARGO_0748,ORDER_933,40.0,22.7,4.8,8.15,Clothing,False,Zone_B,5,True,86,23.0,42.2,4.3
CARGO_0749,ORDER_601,51.7,22.5,19.6,41.45,Sports,False,Zone_B,4,False,18,0.9,19.3,0.0
CARGO_0750,ORDER_1112,9.1,19.1,3.1,0.97,Clothing,False,Zone_C,5,True,77,44.3,19.4,0.8
CARGO_0751,ORDER_671,29.7,33.6,16.4,32.7,Electronics,True,Zone_A,2,False,55,41.7,25.9,3.1
CARGO_0752,ORDER_1035,9.6,34.5,2.4,1.78,Toys,False,Zone_B,5,True,95,9.1,8.7,2.5
CARGO_0753,ORDER_364,24.8,17.6,3.0,2.93,Books,False,Zone_B,5,True,52,49.4,44.3,10.0
CARGO_0754,ORDER_676,9.1,4.9,1.5,0.15,Beauty,True,Zone_A,1,False,64,25.8,8.3,5.4
CARGO_0755,ORDER_1148,27.2,17.1,7.8,7.8,Clothing,False,Zone_D,4,True,84,7.2,20.2,6.1
CARGO_0756,ORDER_76,8.9,4.0,5.7,0.44,Beauty,True,Zone_A,3,False,96,5.3,20.7,9.4
CARGO_0757,ORDER_592,10.9,24.3,18.1,8.27,Electronics,True,Zone_D,5,False,12,28.3,4.8,6.5
CARGO_0758,ORDER_187,32.1,12.1,1.5,1.05,Clothing,False,Zone_A,1,True,83,11.2,3.2,1.5
CARGO_0759,ORDER_899,2.9,14.3,4.4,0.29,Beauty,True,Zone_A,4,False,76,24.7,32.2,2.0
CARGO_0760,ORDER_845,78.2,48.6,44.0,379.31,Home_Appliances,False,Zone_A,2,False,65,24.2,37.0,8.6
CARGO_0761,ORDER_886,65.5,32.8,34.8,174.37,Home_Appliances,False,Zone_B,2,False,31,10.0,37.4,8.7
CARGO_0762,ORDER_627,9.9,8.3,9.2,1.26,Beauty,False,Zone_B,4,True,84,44.0,11.7,1.1
CARGO_0763,ORDER_892,32.6,12.2,2.3,1.7,Electronics,True,Zone_A,4,False,92,47.7,29.9,2.1
CARGO_0764,ORDER_156,51.6,27.9,2.3,5.75,Sports,False,Zone_C,2,True,67,28.4,36.1,0.6
CARGO_0765,ORDER_868,14.8,21.8,2.0,1.53,Books,False,Zone_B,2,True,73,41.0,8.1,2.3
CARGO_0766,ORDER_153,5.0,13.1,6.0,0.92,Beauty,False,Zone_C,2,True,76,44.4,16.3,4.9
CARGO_0767,ORDER_142,31.8,27.4,16.1,29.91,Toys,False,Zone_C,3,True,74,13.1,10.6,9.7
CARGO_0768,ORDER_183,21.5,5.5,8.4,2.34,Electronics,False,Zone_D,5,True,69,47.9,13.4,1.8
CARGO_0769,ORDER_249,32.8,7.7,1.2,0.64,Clothing,False,Zone_A,1,True,88,17.8,2.1,3.4
CARGO_0770,ORDER_857,53.0,12.1,23.4,29.26,Sports,False,Zone_B,5,True,44,44.8,33.1,5.3
CARGO_0771,ORDER_954,22.2,22.5,3.0,3.32,Books,False,Zone_C,4,True,54,48.7,40.0,5.8
CARGO_0772,ORDER_515,6.6,9.4,9.0,1.14,Clothing,False,Zone_D,1,True,78,46.5,10.1,3.0
CARGO_0773,ORDER_1071,17.3,8.0,5.5,1.66,Toys,False,Zone_D,2,True,26,29.5,33.4,5.2
CARGO_0774,ORDER_388,27.6,16.0,2.2,2.3,Books,False,Zone_A,4,True,80,40.1,43.2,7.7
CARGO_0775,ORDER_1137,12.4,11.5,4.0,1.26,Beauty,True,Zone_C,5,False,96,30.5,19.9,9.2
CARGO_0776,ORDER_775,12.6,28.2,6.5,4.69,Clothing,False,Zone_A,5,True,92,47.0,45.0,2.3
CARGO_0777,ORDER_340,32.3,17.1,5.7,7.41,Clothing,False,Zone_D,3,True,88,2.6,43.6,4.7
CARGO_0778,ORDER_858,23.8,28.4,22.8,33.22,Sports,False,Zone_C,4,True,49,48.2,37.3,8.6
CARGO_0779,ORDER_343,56.3,49.7,34.4,228.35,Home_Appliances,False,Zone_A,1,False,85,16.2,49.7,4.4
CARGO_0780,ORDER_910,17.0,24.6,3.5,3.35,Books,False,Zone_D,4,True,94,26.8,47.4,0.6
CARGO_0781,ORDER_1033,19.0,11.9,12.8,6.1,Electronics,False,Zone_B,5,True,11,16.2,31.0,2.3
CARGO_0782,ORDER_601,4.9,13.7,2.0,0.28,Beauty,False,Zone_C,3,True,17,8.7,48.4,6.5
CARGO_0783,ORDER_764,11.9,11.0,3.0,0.72,Beauty,True,Zone_A,3,False,22,49.9,42.4,2.3
CARGO_0784,ORDER_269,28.6,21.9,1.4,1.97,Books,False,Zone_A,1,True,72,43.4,37.3,8.5
CARGO_0785,ORDER_124,41.8,38.6,3.2,10.29,Electronics,False,Zone_A,2,True,79,24.1,48.9,4.3
CARGO_0786,ORDER_533,6.3,9.0,1.8,0.23,Beauty,False,Zone_A,1,True,62,27.3,30.4,9.1
CARGO_0787,ORDER_1077,7.2,31.7,15.0,6.99,Toys,False,Zone_A,2,True,5,38.5,14.7,4.0
CARGO_0788,ORDER_993,46.7,25.7,18.5,40.01,Home_Appliances,False,Zone_D,2,False,77,41.8,21.4,7.1
CARGO_0789,ORDER_83,32.9,25.8,18.3,28.39,Electronics,False,Zone_A,3,True,32,10.0,47.0,9.3
CARGO_0790,ORDER_445,21.7,19.2,10.6,9.09,Electronics,True,Zone_D,1,False,64,23.1,1.6,8.9
CARGO_0791,ORDER_570,4.7,10.2,2.1,0.2,Beauty,True,Zone_A,5,False,59,21.7,16.5,7.8
CARGO_0792,ORDER_247,62.7,55.5,41.6,307.78,Home_Appliances,False,Zone_C,1,False,5,46.8,31.7,0.4
CARGO_0793,ORDER_755,42.0,12.6,15.8,17.59,Electronics,True,Zone_B,1,False,67,22.9,2.7,2.9
CARGO_0794,ORDER_1178,14.1,7.5,5.7,1.08,Beauty,False,Zone_B,1,True,78,5.4,4.1,6.8
CARGO_0795,ORDER_9,15.8,11.5,4.1,1.78,Beauty,True,Zone_A,3,False,58,0.4,20.6,2.9
CARGO_0796,ORDER_1136,19.9,14.4,4.1,2.56,Toys,False,Zone_D,1,True,9,46.0,42.7,5.8
CARGO_0797,ORDER_559,15.2,19.9,16.4,10.38,Sports,False,Zone_D,5,True,60,23.7,35.6,9.9
CARGO_0798,ORDER_864,26.1,24.5,13.0,17.06,Toys,False,Zone_A,5,True,49,48.4,38.3,7.4
CARGO_0799,ORDER_1032,11.6,11.3,1.7,0.41,Books,False,Zone_A,2,True,43,41.6,20.2,1.0
CARGO_0800,ORDER_718,38.0,27.6,12.3,21.22,Toys,False,Zone_B,2,True,50,45.3,30.1,9.3
CARGO_0801,ORDER_210,37.0,31.2,4.3,11.81,Toys,False,Zone_B,2,True,46,29.8,30.5,6.5
CARGO_0802,ORDER_459,29.3,10.8,5.6,3.3,Toys,False,Zone_B,1,True,65,41.1,23.8,5.2
CARGO_0803,ORDER_1056,31.0,24.4,3.2,5.77,Toys,False,Zone_D,2,True,39,6.8,10.6,7.8
CARGO_0804,ORDER_965,5.9,9.7,8.4,0.8,Beauty,False,Zone_C,3,True,3,2.6,39.0,2.5
CARGO_0805,ORDER_870,4.3,6.8,6.2,0.34,Beauty,False,Zone_B,4,True,27,9.0,37.1,6.9
CARGO_0806,ORDER_685,6.3,22.2,7.3,2.39,Toys,False,Zone_D,3,True,7,13.3,29.2,1.7
CARGO_0807,ORDER_470,11.4,12.5,1.0,0.31,Beauty,True,Zone_C,2,False,92,29.7,4.4,0.9
CARGO_0808,ORDER_916,40.3,11.5,5.2,4.9,Electronics,False,Zone_B,1,True,15,18.4,42.9,9.4
CARGO_0809,ORDER_420,32.4,18.6,19.8,21.82,Toys,False,Zone_A,2,True,22,24.3,24.0,6.1
CARGO_0810,ORDER_395,33.8,5.8,19.0,8.09,Toys,False,Zone_A,4,True,78,18.2,8.2,3.5
CARGO_0811,ORDER_161,41.2,12.6,11.4,11.88,Electronics,False,Zone_B,1,True,5,26.8,49.5,5.0
CARGO_0812,ORDER_792,39.1,11.8,22.3,23.95,Sports,False,Zone_C,2,True,4,18.0,44.6,3.2
CARGO_0813,ORDER_454,21.0,34.1,13.8,19.62,Toys,False,Zone_D,4,True,64,2.5,24.5,8.2
CARGO_0814,ORDER_1008,22.8,20.0,8.0,7.21,Electronics,True,Zone_C,1,False,4,47.0,25.6,2.9
CARGO_0815,ORDER_1119,14.7,7.0,3.3,0.72,Beauty,True,Zone_B,3,False,25,11.0,25.6,1.7
CARGO_0816,ORDER_878,26.5,8.6,8.4,3.68,Toys,False,Zone_B,5,True,68,7.0,17.3,4.2
CARGO_0817,ORDER_46,34.5,21.7,4.6,7.71,Electronics,True,Zone_C,3,False,50,29.5,25.0,0.4
CARGO_0818,ORDER_590,12.0,10.6,8.0,1.72,Beauty,False,Zone_B,1,True,8,46.8,10.5,1.1
CARGO_0819,ORDER_1152,23.6,19.0,4.6,3.84,Books,False,Zone_B,5,True,56,45.2,33.0,2.1
CARGO_0820,ORDER_302,20.0,35.7,16.5,19.08,Electronics,True,Zone_C,1,False,82,37.5,16.7,8.5
CARGO_0821,ORDER_890,32.5,12.2,7.1,4.92,Clothing,False,Zone_B,1,True,70,34.6,38.7,2.2
CARGO_0822,ORDER_219,46.8,10.6,9.4,8.83,Electronics,True,Zone_D,3,False,29,1.1,33.7,4.1
CARGO_0823,ORDER_717,59.1,21.8,41.3,113.27,Home_Appliances,False,Zone_D,3,False,17,15.0,30.0,5.3
CARGO_0824,ORDER_129,15.1,30.7,16.9,15.34,Toys,False,Zone_C,3,True,81,38.2,3.4,5.8
CARGO_0825,ORDER_1016,76.7,28.0,43.9,174.99,Home_Appliances,False,Zone_A,4,False,89,13.5,47.8,2.5
CARGO_0826,ORDER_787,37.4,36.4,8.0,26.07,Electronics,True,Zone_B,3,False,66,47.8,34.0,7.9
CARGO_0827,ORDER_1092,6.7,9.7,4.2,0.57,Clothing,False,Zone_D,1,True,99,23.7,26.5,6.1
CARGO_0828,ORDER_706,28.9,21.5,3.1,3.39,Books,False,Zone_A,4,True,52,15.4,19.1,4.3
CARGO_0829,ORDER_1086,3.6,10.9,7.5,0.7,Beauty,True,Zone_A,1,False,61,19.7,26.1,0.6
CARGO_0830,ORDER_886,23.7,18.8,2.1,1.76,Books,False,Zone_D,3,True,1,47.0,30.3,6.1
CARGO_0831,ORDER_461,10.1,9.0,13.3,2.34,Sports,False,Zone_C,1,True,3,21.3,8.3,6.3
CARGO_0832,ORDER_759,18.3,38.6,19.6,29.72,Electronics,True,Zone_C,2,False,92,6.0,6.6,2.9
CARGO_0833,ORDER_533,35.4,28.5,46.5,83.57,Home_Appliances,False,Zone_A,5,False,21,5.4,37.6,6.9
CARGO_0834,ORDER_292,34.5,7.9,5.6,2.84,Clothing,False,Zone_A,4,True,32,27.4,2.7,4.8
CARGO_0835,ORDER_512,55.4,52.0,27.3,167.49,Home_Appliances,False,Zone_A,2,False,47,39.8,27.7,6.9
CARGO_0836,ORDER_1041,16.7,21.7,2.3,1.75,Books,False,Zone_D,4,True,24,20.3,45.0,8.0
CARGO_0837,ORDER_129,12.0,13.4,1.6,0.43,Clothing,False,Zone_C,5,True,95,1.6,45.1,0.8
CARGO_0838,ORDER_261,77.3,21.5,12.3,33.23,Home_Appliances,False,Zone_A,5,False,75,30.3,33.2,2.8
CARGO_0839,ORDER_35,10.5,11.9,6.0,1.8,Beauty,True,Zone_A,4,False,36,24.3,11.3,1.9
CARGO_0840,ORDER_998,16.7,14.0,3.9,1.49,Beauty,False,Zone_C,1,True,56,26.5,44.6,6.6
CARGO_0841,ORDER_1130,52.1,29.2,18.4,57.27,Sports,False,Zone_A,3,False,56,46.4,37.2,7.0
CARGO_0842,ORDER_201,6.4,10.9,1.1,0.17,Beauty,True,Zone_D,5,False,14,28.5,7.5,4.4
CARGO_0843,ORDER_1010,10.4,25.2,5.5,3.37,Clothing,False,Zone_D,1,True,91,27.8,9.0,3.0
CARGO_0844,ORDER_767,28.8,31.5,29.4,60.66,Sports,False,Zone_A,1,False,6,25.5,8.7,3.7
CARGO_0845,ORDER_271,16.8,14.2,8.4,3.8,Beauty,True,Zone_D,2,False,62,6.0,44.2,2.0
CARGO_0846,ORDER_762,16.6,21.8,7.1,4.96,Clothing,False,Zone_D,1,True,37,21.4,31.4,4.7
CARGO_0847,ORDER_1031,75.3,43.9,29.3,223.29,Home_Appliances,False,Zone_A,2,False,24,22.3,16.7,0.4
CARGO_0848,ORDER_304,17.5,27.4,3.3,3.41,Toys,False,Zone_C,3,True,60,26.7,23.3,7.4
CARGO_0849,ORDER_751,4.3,11.6,5.7,0.63,Beauty,False,Zone_B,2,True,82,1.6,15.9,2.4
CARGO_0850,ORDER_1038,45.2,11.8,11.7,11.76,Sports,False,Zone_B,2,True,46,42.8,40.1,2.6
CARGO_0851,ORDER_294,19.9,10.9,5.0,2.3,Beauty,True,Zone_C,4,False,83,47.8,13.9,7.1
CARGO_0852,ORDER_531,33.9,26.6,9.1,16.4,Clothing,False,Zone_D,2,True,87,17.1,0.3,7.9
CARGO_0853,ORDER_500,40.3,30.9,27.8,73.92,Sports,False,Zone_C,2,False,97,28.4,23.0,9.4
CARGO_0854,ORDER_629,20.7,26.6,32.5,33.44,Home_Appliances,False,Zone_D,5,True,53,32.5,4.7,6.4
CARGO_0855,ORDER_899,18.0,9.5,6.0,2.2,Beauty,True,Zone_A,4,False,12,45.3,24.1,2.7
CARGO_0856,ORDER_654,14.6,33.5,3.8,3.51,Toys,False,Zone_D,1,True,57,25.3,38.6,3.4
CARGO_0857,ORDER_296,18.5,8.7,5.4,1.89,Beauty,True,Zone_A,1,False,84,6.1,16.4,3.3
CARGO_0858,ORDER_919,17.3,10.0,1.3,0.39,Books,False,Zone_A,4,True,45,43.0,29.2,4.9
CARGO_0859,ORDER_553,41.4,39.6,3.7,11.46,Electronics,True,Zone_A,3,False,57,29.0,11.3,8.3
CARGO_0860,ORDER_620,35.8,6.2,2.6,1.38,Toys,False,Zone_A,4,True,31,2.9,31.8,2.3
CARGO_0861,ORDER_839,26.7,17.1,9.1,8.73,Electronics,True,Zone_D,1,False,19,15.4,32.7,3.0
CARGO_0862,ORDER_473,55.1,9.1,23.0,24.27,Sports,False,Zone_A,1,True,1,13.4,42.8,2.9
CARGO_0863,ORDER_89,43.0,6.2,18.3,11.1,Electronics,True,Zone_A,1,False,69,28.6,40.0,6.2
CARGO_0864,ORDER_895,22.1,16.5,1.8,1.22,Books,False,Zone_B,1,True,7,41.6,46.2,2.2
CARGO_0865,ORDER_1168,9.2,11.6,4.8,0.93,Beauty,False,Zone_A,1,True,88,7.2,25.7,3.4
CARGO_0866,ORDER_697,14.6,9.9,9.5,2.3,Beauty,False,Zone_D,2,True,59,28.5,38.3,0.3
CARGO_0867,ORDER_940,67.7,38.5,14.5,62.43,Home_Appliances,False,Zone_D,1,False,21,12.9,47.4,4.6
CARGO_0868,ORDER_801,44.4,59.1,45.0,242.9,Home_Appliances,False,Zone_C,5,False,80,28.3,38.8,1.9
CARGO_0869,ORDER_381,13.0,24.7,4.3,3.22,Books,False,Zone_C,4,True,26,47.5,18.4,0.3
CARGO_0870,ORDER_23,48.8,36.8,15.3,63.29,Home_Appliances,False,Zone_A,3,False,15,35.4,6.0,6.8
CARGO_0871,ORDER_168,35.7,35.4,40.6,98.49,Home_Appliances,False,Zone_C,5,False,88,13.9,42.9,0.0
CARGO_0872,ORDER_48,14.3,9.9,4.4,1.34,Beauty,True,Zone_A,5,False,9,20.7,15.0,0.4
CARGO_0873,ORDER_91,8.3,14.3,2.2,0.51,Clothing,False,Zone_B,5,True,24,23.7,14.0,3.8
CARGO_0874,ORDER_391,5.2,9.5,6.2,0.58,Beauty,True,Zone_C,5,False,93,16.5,35.7,4.9
CARGO_0875,ORDER_478,34.3,37.3,9.9,23.42,Sports,False,Zone_B,4,True,58,49.3,32.2,6.8
CARGO_0876,ORDER_7,19.0,28.3,6.4,6.6,Clothing,False,Zone_D,5,True,83,22.8,11.5,9.5
CARGO_0877,ORDER_523,24.8,16.3,1.5,1.45,Books,False,Zone_A,5,True,56,44.0,25.2,2.6
CARGO_0878,ORDER_87,42.7,35.8,12.6,40.25,Sports,False,Zone_D,5,True,64,40.1,45.6,0.6
CARGO_0879,ORDER_650,37.7,29.5,15.1,35.0,Electronics,False,Zone_D,1,True,83,16.1,15.4,6.9
CARGO_0880,ORDER_1192,37.6,29.2,4.5,8.06,Clothing,False,Zone_D,1,True,60,37.1,1.0,4.2
CARGO_0881,ORDER_502,13.1,24.6,19.0,13.98,Toys,False,Zone_D,1,True,26,14.1,3.5,3.1
CARGO_0882,ORDER_608,11.3,14.4,7.1,1.92,Beauty,True,Zone_B,3,False,83,5.2,4.1,8.2
CARGO_0883,ORDER_390,23.2,5.3,19.8,4.28,Electronics,True,Zone_C,4,False,73,26.3,10.7,2.3
CARGO_0884,ORDER_1062,58.8,29.4,19.9,76.4,Sports,False,Zone_A,2,False,20,43.7,31.7,2.6
CARGO_0885,ORDER_1041,25.6,17.6,2.1,1.65,Books,False,Zone_B,4,True,29,7.1,42.5,6.5
CARGO_0886,ORDER_411,23.4,7.9,12.8,4.37,Electronics,False,Zone_D,2,True,89,27.0,26.8,7.6
CARGO_0887,ORDER_229,42.5,21.1,2.9,5.46,Electronics,False,Zone_B,5,True,95,27.2,16.8,2.2
CARGO_0888,ORDER_435,57.4,10.4,8.0,10.68,Sports,False,Zone_D,1,True,50,36.4,35.3,0.7
CARGO_0889,ORDER_196,53.8,7.0,3.2,2.75,Sports,False,Zone_A,3,True,15,5.5,13.3,2.6
CARGO_0890,ORDER_572,13.6,34.1,12.1,10.7,Electronics,True,Zone_D,5,False,77,11.1,0.5,6.3
CARGO_0891,ORDER_514,19.3,13.6,2.1,1.0,Beauty,False,Zone_C,2,True,99,12.1,13.2,1.1
CARGO_0892,ORDER_844,17.3,35.3,16.6,19.32,Electronics,True,Zone_B,1,False,58,15.2,42.5,7.2
CARGO_0893,ORDER_42,18.6,3.8,4.9,0.76,Beauty,True,Zone_D,2,False,75,15.5,25.0,4.8
CARGO_0894,ORDER_181,19.5,13.2,9.3,4.18,Beauty,True,Zone_B,3,False,9,5.4,13.6,9.1
CARGO_0895,ORDER_715,42.7,25.7,15.4,34.0,Home_Appliances,False,Zone_B,1,True,25,32.0,16.6,5.0
CARGO_0896,ORDER_928,5.5,14.6,8.9,1.71,Beauty,False,Zone_D,5,True,73,8.0,23.7,7.2
CARGO_0897,ORDER_787,45.1,23.6,11.9,28.96,Sports,False,Zone_C,4,True,90,0.9,39.1,8.5
CARGO_0898,ORDER_478,57.8,21.8,30.9,90.54,Home_Appliances,False,Zone_C,5,False,94,31.9,48.0,1.4
CARGO_0899,ORDER_237,22.2,19.0,6.3,4.29,Clothing,False,Zone_A,1,True,69,41.1,11.7,7.6
CARGO_0900,ORDER_839,58.5,36.0,8.5,31.89,Sports,False,Zone_C,2,True,96,33.5,25.8,9.4
CARGO_0901,ORDER_885,46.9,37.9,29.0,88.84,Sports,False,Zone_C,2,False,25,2.9,4.7,5.8
CARGO_0902,ORDER_371,13.0,11.3,1.9,0.6,Books,False,Zone_A,1,True,34,24.3,30.2,0.7
CARGO_0903,ORDER_994,42.6,40.7,49.8,201.47,Home_Appliances,False,Zone_C,3,False,86,21.8,45.5,8.3
CARGO_0904,ORDER_731,16.7,6.5,24.5,4.39,Sports,False,Zone_B,1,True,11,41.8,32.4,3.2
CARGO_0905,ORDER_217,32.9,50.9,26.0,92.64,Home_Appliances,False,Zone_A,3,False,40,47.2,30.6,8.8
CARGO_0906,ORDER_679,15.0,5.9,11.1,2.04,Toys,False,Zone_C,2,True,1,25.3,32.4,2.6
CARGO_0907,ORDER_426,24.2,39.8,15.0,31.4,Sports,False,Zone_A,2,True,73,32.5,20.9,4.5
CARGO_0908,ORDER_963,16.8,5.9,5.7,1.03,Beauty,True,Zone_C,3,False,34,45.9,34.6,1.5
CARGO_0909,ORDER_317,35.1,16.5,19.9,23.17,Toys,False,Zone_A,5,True,83,46.6,31.2,1.2
CARGO_0910,ORDER_389,19.9,10.8,1.4,0.71,Books,False,Zone_C,5,True,2,9.3,40.8,8.4
CARGO_0911,ORDER_266,11.0,25.3,1.2,0.55,Clothing,False,Zone_C,2,True,37,27.0,34.8,9.8
CARGO_0912,ORDER_467,14.2,8.8,2.4,0.49,Beauty,True,Zone_D,1,False,34,42.9,34.7,1.2
CARGO_0913,ORDER_541,28.0,25.6,7.3,11.93,Clothing,False,Zone_B,3,True,91,35.1,29.4,0.1
CARGO_0914,ORDER_189,65.8,23.3,18.6,57.08,Home_Appliances,False,Zone_B,3,False,31,17.3,21.4,4.7
CARGO_0915,ORDER_568,21.1,18.4,4.0,3.41,Electronics,True,Zone_B,4,False,2,18.1,9.2,10.0
CARGO_0916,ORDER_63,45.3,23.6,14.2,31.77,Electronics,False,Zone_B,4,True,10,47.7,49.2,0.2
CARGO_0917,ORDER_592,15.7,8.8,27.6,8.66,Sports,False,Zone_B,1,True,19,13.0,2.0,7.2
CARGO_0918,ORDER_695,21.1,18.7,4.8,4.06,Clothing,False,Zone_D,4,True,100,38.9,3.6,8.2
CARGO_0919,ORDER_166,18.9,4.0,5.7,0.92,Beauty,False,Zone_B,3,True,11,42.0,22.2,8.1
CARGO_0920,ORDER_1116,11.9,13.3,1.3,0.4,Books,False,Zone_A,3,True,71,1.4,30.4,5.7
CARGO_0921,ORDER_837,15.0,14.8,5.1,1.98,Clothing,False,Zone_B,5,True,53,38.3,39.7,6.3
CARGO_0922,ORDER_837,26.4,18.9,3.4,3.16,Books,False,Zone_A,3,True,61,49.5,3.6,8.2
CARGO_0923,ORDER_216,23.8,19.9,3.5,3.17,Books,False,Zone_D,4,True,55,16.2,39.3,3.2
CARGO_0924,ORDER_781,38.5,34.9,16.2,52.08,Toys,False,Zone_D,1,False,70,38.8,48.0,6.8
CARGO_0925,ORDER_697,32.2,32.6,20.4,39.69,Sports,False,Zone_B,2,False,92,4.8,41.6,5.3
CARGO_0926,ORDER_248,21.6,29.4,17.8,22.47,Toys,False,Zone_C,4,True,84,30.2,1.4,8.9
CARGO_0927,ORDER_826,28.2,34.9,17.4,31.5,Toys,False,Zone_A,2,True,98,30.5,46.5,1.3
CARGO_0928,ORDER_811,9.2,4.0,3.5,0.28,Beauty,False,Zone_A,4,True,29,41.8,31.8,3.2
CARGO_0929,ORDER_319,20.8,21.3,3.5,2.97,Books,False,Zone_C,3,True,45,36.3,12.4,2.8
CARGO_0930,ORDER_427,7.5,14.1,4.5,0.8,Beauty,True,Zone_A,3,False,51,37.5,30.3,4.3
CARGO_0931,ORDER_857,65.2,35.7,48.0,210.94,Home_Appliances,False,Zone_A,4,False,34,12.2,14.8,3.6
CARGO_0932,ORDER_1037,28.5,19.3,1.3,1.37,Books,False,Zone_C,3,True,15,19.9,5.2,5.0
CARGO_0933,ORDER_752,13.2,18.8,1.6,0.64,Books,False,Zone_A,4,True,22,14.3,5.9,8.7
CARGO_0934,ORDER_299,71.7,39.4,11.3,68.47,Home_Appliances,False,Zone_C,2,False,23,39.0,47.6,7.0
CARGO_0935,ORDER_196,41.5,10.7,2.4,2.55,Electronics,False,Zone_A,5,True,52,40.7,13.3,8.2
CARGO_0936,ORDER_318,27.2,39.5,7.6,19.28,Sports,False,Zone_D,5,True,82,3.7,8.5,8.4
CARGO_0937,ORDER_758,32.4,5.9,11.0,4.68,Sports,False,Zone_C,5,True,66,39.2,9.0,0.9
CARGO_0938,ORDER_1186,8.5,26.9,16.2,8.4,Toys,False,Zone_C,5,True,32,34.9,48.4,6.8
CARGO_0939,ORDER_529,26.2,25.1,16.7,18.84,Electronics,True,Zone_C,4,False,9,30.9,19.8,7.0
CARGO_0940,ORDER_766,68.4,41.4,20.9,137.57,Home_Appliances,False,Zone_A,2,False,39,4.9,49.6,3.4
CARGO_0941,ORDER_218,56.2,39.0,24.6,108.12,Sports,False,Zone_D,2,False,41,13.0,9.0,4.2
CARGO_0942,ORDER_461,32.2,31.5,26.9,52.63,Sports,False,Zone_D,4,False,11,27.8,9.8,4.5
